[Log] 9 (index.js, line 80)
[Log] Longitude: -75.6913624138906 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 21 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:33 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43411891572936 (index.js, line 82)
[Log] Longitude: -75.691358410877 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 22 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:34 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43412069773817 (index.js, line 82)
[Log] Longitude: -75.69135460726102 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 23 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:35 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43412072163308 (index.js, line 82)
[Log] Longitude: -75.6913545561838 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 24 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:36 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43412238646488 (index.js, line 82)
[Log] Longitude: -75.69135100238782 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 25 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:37 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43412122388569 (index.js, line 82)
[Log] Longitude: -75.69135348421696 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 26 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:38 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43412458295832 (index.js, line 82)
[Log] Longitude: -75.69134631474299 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 27 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:39 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43412526672029 (index.js, line 82)
[Log] Longitude: -75.6913448544583 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 28 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:40 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43411982741206 (index.js, line 82)
[Log] Longitude: -75.69135646568611 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 29 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:41 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434121005614884 (index.js, line 82)
[Log] Longitude: -75.6913539501329 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 30 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:42 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43411818279896 (index.js, line 82)
[Log] Longitude: -75.69135997528065 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 31 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:43 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43412104467387 (index.js, line 82)
[Log] Longitude: -75.69135386696871 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 32 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:44 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43412092473981 (index.js, line 82)
[Log] Longitude: -75.69135412333708 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 33 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:45 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4341205065789 (index.js, line 82)
[Log] Longitude: -75.6913550158788 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 34 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:46 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43412064856981 (index.js, line 82)
[Log] Longitude: -75.69135471236223 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 35 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:47 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43411541558451 (index.js, line 82)
[Log] Longitude: -75.6913658828853 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 36 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:48 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43411864415452 (index.js, line 82)
[Log] Longitude: -75.69135899106186 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 37 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:49 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43411675140193 (index.js, line 82)
[Log] Longitude: -75.6913630310737 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 38 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:50 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43411472538919 (index.js, line 82)
[Log] Longitude: -75.69136735561187 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 39 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:51 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43411414455904 (index.js, line 82)
[Log] Longitude: -75.69136859521677 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 40 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:52 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434113231038175 (index.js, line 82)
[Log] Longitude: -75.69137054630119 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 41 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:53 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43411165719058 (index.js, line 82)
[Log] Longitude: -75.69137390561082 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 42 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:54 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4341134125476 (index.js, line 82)
[Log] Longitude: -75.69137015831075 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 43 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:55 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43410969826722 (index.js, line 82)
[Log] Longitude: -75.69137808706728 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 44 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:56 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43411173301097 (index.js, line 82)
[Log] Longitude: -75.69137374353886 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 45 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:57 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434108703871196 (index.js, line 82)
[Log] Longitude: -75.69138020939135 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 46 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:58 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43410914868421 (index.js, line 82)
[Log] Longitude: -75.69137925987889 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 47 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:02:59 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43410092929279 (index.js, line 82)
[Log] Longitude: -75.69139648698183 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 48 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:00 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43410001301461 (index.js, line 82)
[Log] Longitude: -75.69139839910349 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 49 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:01 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43410092102147 (index.js, line 82)
[Log] Longitude: -75.69139650400757 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 50 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:02 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43409657720106 (index.js, line 82)
[Log] Longitude: -75.69140556857747 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 51 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:03 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434092720469074 (index.js, line 82)
[Log] Longitude: -75.69141361618676 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 52 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:04 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43409271127873 (index.js, line 82)
[Log] Longitude: -75.69141363517701 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 53 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:05 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43409431637405 (index.js, line 82)
[Log] Longitude: -75.69141028568993 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 54 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:06 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434093002612954 (index.js, line 82)
[Log] Longitude: -75.69141302716162 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 55 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:07 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43409003504755 (index.js, line 82)
[Log] Longitude: -75.69141921994742 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 56 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:08 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434089889380424 (index.js, line 82)
[Log] Longitude: -75.69141952346399 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 57 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:09 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43408480895217 (index.js, line 82)
[Log] Longitude: -75.691430124607 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 58 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:10 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434085331883395 (index.js, line 82)
[Log] Longitude: -75.69142903364991 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 59 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:11 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43407602343124 (index.js, line 82)
[Log] Longitude: -75.691449108308 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 60 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:12 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434076110739625 (index.js, line 82)
[Log] Longitude: -75.69144891480391 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 61 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:13 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43406891468977 (index.js, line 82)
[Log] Longitude: -75.69146483387158 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 62 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:14 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43407140941239 (index.js, line 82)
[Log] Longitude: -75.69145931556704 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 63 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:15 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434066643292745 (index.js, line 82)
[Log] Longitude: -75.69146985842963 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 64 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:16 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43407165065927 (index.js, line 82)
[Log] Longitude: -75.69145878187555 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 65 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:17 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43407057308985 (index.js, line 82)
[Log] Longitude: -75.69146116547927 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 66 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:18 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43407001615416 (index.js, line 82)
[Log] Longitude: -75.69146239755355 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 67 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:19 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43407402039293 (index.js, line 82)
[Log] Longitude: -75.69145353892964 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 68 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:20 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434074418335385 (index.js, line 82)
[Log] Longitude: -75.6914526588298 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 69 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:21 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4340805317606 (index.js, line 82)
[Log] Longitude: -75.69143913482549 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 70 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:22 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43408733629986 (index.js, line 82)
[Log] Longitude: -75.69142485153861 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 71 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:23 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4340875678968 (index.js, line 82)
[Log] Longitude: -75.69142436826951 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 72 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:24 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43408451164418 (index.js, line 82)
[Log] Longitude: -75.6914307453917 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 73 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:25 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4340863046825 (index.js, line 82)
[Log] Longitude: -75.69142700398515 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 74 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:26 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43407901213521 (index.js, line 82)
[Log] Longitude: -75.69144249609963 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 75 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:27 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434076630913815 (index.js, line 82)
[Log] Longitude: -75.69144776425674 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 76 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:28 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43407248008905 (index.js, line 82)
[Log] Longitude: -75.69145694702456 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 77 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:29 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434073709299334 (index.js, line 82)
[Log] Longitude: -75.6914542278173 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 78 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:30 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43407605651652 (index.js, line 82)
[Log] Longitude: -75.69144903496635 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 79 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:31 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434076773364346 (index.js, line 82)
[Log] Longitude: -75.69144744960795 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 80 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:32 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43406591633539 (index.js, line 82)
[Log] Longitude: -75.69147146703472 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 81 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:33 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434066706246696 (index.js, line 82)
[Log] Longitude: -75.69146971993177 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 82 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:34 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43406677885053 (index.js, line 82)
[Log] Longitude: -75.69146955916949 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 83 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:35 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43406737944044 (index.js, line 82)
[Log] Longitude: -75.69146823050687 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 84 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:36 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43406631289936 (index.js, line 82)
[Log] Longitude: -75.69147058955423 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 85 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:37 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434065880492994 (index.js, line 82)
[Log] Longitude: -75.69147154659731 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 86 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:38 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4340612122502 (index.js, line 82)
[Log] Longitude: -75.69148187303654 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 87 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:39 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43406553539502 (index.js, line 82)
[Log] Longitude: -75.69147230980889 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 88 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:40 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434067369331046 (index.js, line 82)
[Log] Longitude: -75.69146825211647 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 89 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:41 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43407278980409 (index.js, line 82)
[Log] Longitude: -75.69145626206591 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 90 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:42 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434075922337314 (index.js, line 82)
[Log] Longitude: -75.69144933127973 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 91 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:43 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43407853653426 (index.js, line 82)
[Log] Longitude: -75.69144354907621 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 92 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:44 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434079875569175 (index.js, line 82)
[Log] Longitude: -75.69144058659731 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 93 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:45 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434085417813215 (index.js, line 82)
[Log] Longitude: -75.69142885455221 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 94 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:46 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43408613512045 (index.js, line 82)
[Log] Longitude: -75.6914273575967 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 95 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:47 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434085262036696 (index.js, line 82)
[Log] Longitude: -75.69142917967838 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 96 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:48 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4340865142226 (index.js, line 82)
[Log] Longitude: -75.691426566882 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 97 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:49 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43408511958619 (index.js, line 82)
[Log] Longitude: -75.69142947664659 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 98 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:50 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434081624493935 (index.js, line 82)
[Log] Longitude: -75.6914367698846 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 99 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:51 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434078851303966 (index.js, line 82)
[Log] Longitude: -75.69144285233051 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 100 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:52 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43407410494421 (index.js, line 82)
[Log] Longitude: -75.69145335230132 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 101 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:53 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43407487096047 (index.js, line 82)
[Log] Longitude: -75.69145165725786 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 102 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:54 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43407437284313 (index.js, line 82)
[Log] Longitude: -75.69145275934716 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 103 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:55 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.4340733945296 (index.js, line 82)
[Log] Longitude: -75.69145492358075 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 104 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:56 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43407467198925 (index.js, line 82)
[Log] Longitude: -75.69145209763519 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 105 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:57 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.434075470171756 (index.js, line 82)
[Log] Longitude: -75.69145033186942 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 106 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 20:03:58 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.43407605467845 (index.js, line 82)
